datapointID,DOI,inocType,FieldGreenhouse,treatment,noteTreatments,location,exact_location,Ecosystem,EcoGeneral,EcoRegion,FungalType,dominantFungiSource,Column1,managed/restoration,SoilDataLocation,priorLandUse,plantSpecies,notes,IsLatestTimePoint,comparisonGroup,Treatment2,soilOrigin,Time,TotBiomass,TotBioError,AboveBio,AboveBioError,BelowBio,BelowBioError,Yield,BioErrorType,biomassN,height,heightError,heightErrorType,heightN,CoverPerc,CoverPercError,CoverPercErrorType,coverPercN,V2a: SpeciesRichness,V2a: Error,V2b: ShannonDiversity,V2b: Error,V2: ErrorType,V2: N,seedlingSurvPerc,seedlingSurvPercError,seedlingSurvPercErrorType,seedlingSurvPercErrorN,LeafArea(cm^2),LeafPhosphorous(mg/kgDryWeight),BasalAreaGrowthSeedlings(mm^2),communityMycorrhizationIndex,EMFcolonization%,AMFcolonization%,Bray-CurtisDistance,NumberOfMycorrhizalRootTips,Comments,Column2,Column3,Column4,Column5
171,10.1111/REC.12406,soil,greenhouse,Inoculum 3: matrue forest,,"Washington, 47°59'N, 123°36'12''W",1,"forest, riparian vegetation",forest,temperate,mixed,paper,,,,,Salix sitchensis,,,8,1,hetero,8 weeks,2.4,0.35,,,,,,SE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,10.1111/REC.12406,soil,greenhouse,Inoculum 4: willow,,"Washington, 47°59'N, 123°36'12''W",1,"forest, riparian vegetation",forest,temperate,mixed,paper,,,,,Salix sitchensis,,,8,1,con,8 weeks,1.92,0.35,,,,,,SE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,10.1111/REC.12406,no,greenhouse,Control: soil without mycorrhiza,,"Washington, 47°59'N, 123°36'12''W",1,"forest, riparian vegetation",forest,temperate,mixed,paper,,,,,Salix sitchensis,,,8,0,,8 weeks,1.71,0.3,,,,,,SE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,10.1111/REC.12953/FORMAT/PDF,soil,field,Whole prarie soil inoculum,,"Lawrence, 38°58'40''N, 95°18'28''W",1,tallgrass prairie,grassland,temperate,AM,backup,,restoration,,"agriculture, football filed",5 species,,,1,1,con,4 years,,,,,,,,,,,,,,0.075,0.05,SE,6,,,0.38,0.05,SE,6,,,,,,,,,,,,,plant cover& Shanon doversity of son-seeded species only!,,,,
175,10.1111/REC.12953/FORMAT/PDF,ster,field,Control: sterilized inoculum,,"Lawrence, 38°58'40''N, 95°18'28''W",1,tallgrass prairie,grassland,temperate,AM,backup,,restoration,,"agriculture, football filed",5 species,,,1,0,,4 years,,,,,,,,,,,,,,0.18,0.05,SE,6,,,0.46,0.05,SE,6,,,,,,,,,,,,,,,,,
176,10.1016/0378-1127(93)90002-5,chopped roots,field,Inoculum 3: chopped roots from forest plants,,"7°40'N, 36°90'E",1,tropical forest,forest,tropical,AM,both,,managed ecosystem,,pasture with medium productivity,Acacia abyssinica,,,2,1,hetero,6 months,,,2.11,,2.47,,,,17,,,,,,,,,,,,,,,0.824,,,17,,,,,,,,,data about above ground biomass not very meaningful due to grazing,,,,
177,10.1016/0378-1127(93)90002-5,chopped roots,field,Inoculum 4: chopped roots from grasses,,"7°40'N, 36°90'E",1,tropical forest,forest,tropical,AM,both,,managed ecosystem,,pasture with medium productivity,Acacia abyssinica,,,2,1,hetero,6 months,,,2.34,,2.72,,,,18,,,,,,,,,,,,,,,0.889,,,18,,,,,,,,,,,,,
178,10.1016/0378-1127(93)90002-5,no,field,Control 3/4: No inoculum,,"7°40'N, 36°90'E",1,tropical forest,forest,tropical,AM,both,,managed ecosystem,,pasture with medium productivity,Acacia abyssinica,,,2,0,,6 months,,,2.5,,3.09,,,,18,,,,,,,,,,,,,,,0.667,,,18,,,,,,,,,,,,,
182,10.1016/0378-1127(93)90002-5,chopped roots,mesocosm,Inoculum 5: chopped roots from forest plants (+ standard nursery soil),,"7°40'N, 36°90'E",1,tropical forest,forest,tropical,AM,both,,managed ecosystem,,,Acacia abyssinica,,,5,1,hetero,4 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,10.1016/0378-1127(93)90002-5,chopped roots,mesocosm,Inoculum 6: chopped roots from grasses (+ standard nursery soil),,"7°40'N, 36°90'E",1,tropical forest,forest,tropical,AM,both,,managed ecosystem,,,Acacia abyssinica,,,5,1,hetero,4 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,10.1016/0378-1127(93)90002-5,no,mesocosm,Control 5/6: No inoculum (+ standard nursery soil),,"7°40'N, 36°90'E",1,tropical forest,forest,tropical,AM,both,,managed ecosystem,,,Acacia abyssinica,,,5,0,,4 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,10.1016/0378-1127(93)90002-5,chopped roots,mesocosm,Inoculum 7: chopped roots from forest plants (+ standard nursery soil),,"7°40'N, 36°90'E",1,tropical forest,forest,tropical,AM,both,,managed ecosystem,,,Acacia sieberiana,,,6,1,hetero,4 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,10.1016/0378-1127(93)90002-5,chopped roots,mesocosm,Inoculum 8: chopped roots from grasses (+ standard nursery soil),,"7°40'N, 36°90'E",1,tropical forest,forest,tropical,AM,both,,managed ecosystem,,,Acacia sieberiana,,,6,1,hetero,4 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,10.1016/0378-1127(93)90002-5,no,mesocosm,Control 7/8: No inoculum (+ standard nursery soil),,"7°40'N, 36°90'E",1,tropical forest,forest,tropical,AM,both,,managed ecosystem,,,Acacia sieberiana,,,6,0,,4 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,10.1007/s00468-013-0940-7,soil,field,"Inoculum 1: soil from grassland, no P. australis present",,"31°58'S, 64°56'W",1,grasland (but forest species),grassland,temperate,AM,both,,restoration,,recently burned grassland,Polylepsis australis,,,7,1,hetero,6 months,,,,,,,,,,,,,,,,,,,,,,,,1.79,,,51,,,,,,,,,,,,,
189,10.1007/s00468-013-0940-7,soil,field,"Inoculum 2: soil from degraded forest, fire events and soil erosion",,"31°58'S, 64°56'W",1,grasland (but forest species),grassland,temperate,AM,both,,restoration,,recently burned grassland,Polylepsis australis,,,7,1,con,6 months,,,,,,,,,,,,,,,,,,,,,,,,2.32,,,51,,,,,,,,,,,,,
190,10.1007/s00468-013-0940-7,soil,field,Inoculum 3: soil from mature P. australis forest,,"31°58'S, 64°56'W",1,grasland (but forest species),grassland,temperate,AM,both,,restoration,,recently burned grassland,Polylepsis australis,,,7,1,con,6 months,,,,,,,,,,,,,,,,,,,,,,,,1.79,,,51,,,,,,,,,,,,,
191,10.1007/s00468-013-0940-7,ster,field,Control: No inoculum,,"31°58'S, 64°56'W",1,grasland (but forest species),grassland,temperate,AM,both,,restoration,,recently burned grassland,Polylepsis australis,,,7,0,,6 months,,,,,,,,,,,,,,,,,,,,,,,,1.79,,,51,,,,,,,,,,,,,
192,10.1007/s11056-013-9364-x,soil,greenhouse,"Inoculum 1: soil from grassland, no P. australis present",,"31°58'S, 64°56'W",1,grassland (but forest species),grassland,temperate,AM,both,,,,,Polylepsis australis,excluded bc no control,0,8,1,hetero,12 months,,,1.85,0.29,0.28,0.06,,SE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,10.1007/s11056-013-9364-x,soil,greenhouse,"Inoculum 2: soil from degraded forest, fire events and soil erosion",,"31°58'S, 64°56'W",1,grassland (but forest species),grassland,temperate,AM,both,,,,,Polylepsis australis,excluded bc no control,0,8,1,con,12 months,,,1.81,0.31,0.6,0.18,,SE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,10.1007/s11056-013-9364-x,soil,greenhouse,Inoculum 3: soil from mature P. australis forest,,"31°58'S, 64°56'W",1,grassland (but forest species),grassland,temperate,AM,both,,,,,Polylepsis australis,excluded bc no control,0,8,1,con,12 months,,,2.42,0.22,1.33,0.21,,SE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,10.1007/s11056-013-9364-x,,,No control,,"31°58'S, 64°56'W",1,grassland (but forest species),grassland,temperate,AM,both,,,,,Polylepsis australis,excluded bc no control,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,10.1007/BF03161432,soil,field,"Soil transplant blocks from remnant wetland, 0.25m2",,"44°00'N, 75°52'W, New York",1,wetland,others,temperate,,,,restoration,,"drained wetland, 40 years ago",multiple wetland species,,,1,1,,2 years,,,,,,,,,,,,,,0.996,0.3,SD,15,5.1,1.3,,,SD,15,,,,,,,,,,,,,Transplantation of a large soil volume (0.25m2),,,,
201,10.1007/BF03161432,soil,field,"Soil transplant from remnant wetland, sieved (1cm), no roots and rhizosomes present",,"44°00'N, 75°52'W, New York",1,wetland,others,temperate,,,,restoration,,"drained wetland, 40 years ago",multiple wetland species,,,1,1,,2 years,,,,,,,,,,,,,,0.971,0.36,SD,6,3.9,1.2,,,SD,6,,,,,,,,,,,,,,,,,
202,10.1007/BF03161432,no,field,Control: No soil transplant,,"44°00'N, 75°52'W, New York",1,wetland,others,temperate,,,,restoration,,"drained wetland, 40 years ago",multiple wetland species,,,1,0,,2 years,,,,,,,,,,,,,,0.549,0.36,SD,15,2.8,1.4,,,SD,15,,,,,,,,,,,,,,,,,
203,10.1007/BF03161432,soil,field,"Soil transplant large scale, from remenant wetland, elevation -30cm",,"44°00'N, 75°52'W, New York",1,wetland,others,temperate,,,,restoration,,"drained wetland, 40 years ago",multiple wetland species,,0,2,1,,1 year,,,,,,,,,,,,,,0.818,0.48,SD,54,6.8,2.4,,,SD,54,,,,,,,,,,,,,Transplantation with a bulldozer,,,,
204,10.1007/BF03161432,no,field,"Control: No soil transplant, elevation -30cm",,"44°00'N, 75°52'W, New York",1,wetland,others,temperate,,,,restoration,,"drained wetland, 40 years ago",multiple wetland species,,0,2,0,,1 year,,,,,,,,,,,,,,0.073,0.05,SD,30,1.5,1.1,,,SD,30,,,,,,,,,,,,,Additionally: wetland hydrology was restored,,,,
205,10.1007/BF03161432,soil,field,"Soil transplant large scale, from remenant wetland, elevation -30cm",,"44°00'N, 75°52'W, New York",1,wetland,others,temperate,,,,restoration,,"drained wetland, 40 years ago",multiple wetland species,,,3,1,,2 years,,,,,,,,,,,,,,1.352,0.29,SD,54,6.8,1.4,,,SD,54,,,,,,,,,,,,,,,,,
206,10.1007/BF03161432,no,field,"Control: No soil transplant, elevation -30cm",,"44°00'N, 75°52'W, New York",1,wetland,others,temperate,,,,restoration,,"drained wetland, 40 years ago",multiple wetland species,,,3,0,,2 years,,,,,,,,,,,,,,0.895,0.534,SD,30,4.1,2,,,SD,30,,,,,,,,,,,,,,,,,
207,10.1007/BF03161432,soil,field,"Soil transplant large scale, from remenant wetland, elevation -30cm",,"44°00'N, 75°52'W, New York",1,wetland,others,temperate,,,,restoration,,"drained wetland, 40 years ago",multiple wildlife food plants (for waterfowl and wetland birds),,0,4,1,,1 year,,,,,,,,,,,,,,0.617,0.482,SD,54,4.2,2.1,,,SD,54,,,,,,,,,,,,,,,,,
208,10.1007/BF03161432,no,field,"Control: No soil transplant, elevation -30cm",,"44°00'N, 75°52'W, New York",1,wetland,others,temperate,,,,restoration,,"drained wetland, 40 years ago",multiple wildlife food plants (for waterfowl and wetland birds),,0,4,0,,1 year,,,,,,,,,,,,,,0.058,0.061,SD,30,0.9,1.1,,,SD,30,,,,,,,,,,,,,,,,,
209,10.1007/BF03161432,soil,field,"Soil transplant large scale, from remenant wetland, elevation -30cm",,"44°00'N, 75°52'W, New York",1,wetland,others,temperate,,,,restoration,,"drained wetland, 40 years ago",multiple wildlife food plants (for waterfowl and wetland birds),,,5,1,,2 years,,,,,,,,,,,,,,0.822,0.036,SD,54,4.1,1.3,,,SD,54,,,,,,,,,,,,,,,,,
210,10.1007/BF03161432,no,field,"Control: No soil transplant, elevation -30cm",,"44°00'N, 75°52'W, New York",1,wetland,others,temperate,,,,restoration,,"drained wetland, 40 years ago",multiple wildlife food plants (for waterfowl and wetland birds),,,5,0,,2 years,,,,,,,,,,,,,,0.442,0.232,SD,30,2.6,1.6,,,SD,30,,,,,,,,,,,,,,,,,
211,10.1046/J.1461-0248.2000.00126.X,wild microbes,mesocosm,Inoculum with chopped roots (conspecific or heterospecific),,"9°10'N, 79°51'W",1,tropical forest,forest,tropical,AM,both,,mananged ecosystem,,,O. pyramidale,,,1,1,con,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,,11,,,,,,,,,,,,,
212,10.1046/J.1461-0248.2000.00126.X,no,mesocosm,Control: no inoculation,,"9°10'N, 79°51'W",1,tropical forest,forest,tropical,AM,both,,mananged ecosystem,,,O. pyramidale,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,31,,,,,,,,,,,,,
213,10.1046/J.1461-0248.2000.00126.X,wild microbes,mesocosm,Inoculum with chopped roots (conspecific or heterospecific),,"9°10'N, 79°51'W",1,tropical forest,forest,tropical,AM,both,,mananged ecosystem,,,L. seemannii,,,2,1,con,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,25,,,,,,,,,,,,,
214,10.1046/J.1461-0248.2000.00126.X,no,mesocosm,Control: no inoculation,,"9°10'N, 79°51'W",1,tropical forest,forest,tropical,AM,both,,mananged ecosystem,,,L. seemannii,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,17,,,,,,,,,,,,,
215,10.1016/J.ECOLENG.2021.106191,soil,field,Inoculation with ECM contraining non-treated plantation soil (conspecific),,"40°18' N, 109°41'E, China",1,dryland,others,temperate,EM,paper,,restoration,,"no land use, desertification",Pinus tabulaeformis,,0,1,1,con,3 months,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,20,,,,,,,,,,,,,
216,10.1016/J.ECOLENG.2021.106191,no,field,Control 1: no soil addition,,"40°18' N, 109°41'E, China",1,dryland,others,temperate,EM,paper,,restoration,,"no land use, desertification",Pinus tabulaeformis,,0,1,0,,3 months,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,20,,,,,,,,,,,,,
217,10.1016/J.ECOLENG.2021.106191,ster,field,"Control 2: sterilized soil, with fungicide",,"40°18' N, 109°41'E, China",1,dryland,others,temperate,EM,paper,,restoration,,"no land use, desertification",Pinus tabulaeformis,,0,1,0,,3 months,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,20,,,,,,,,,,,,,
218,10.1016/J.ECOLENG.2021.106191,soil,field,Inoculation with ECM contraining non-treated plantation soil (conspecific),,"40°18' N, 109°41'E, China",1,dryland,others,temperate,EM,paper,,restoration,,"no land use, desertification",Pinus tabulaeformis,,0,,1,con,15 months,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,20,,,,,,,,,,,,,
219,10.1016/J.ECOLENG.2021.106191,no,field,Control 1: no soil addition,,"40°18' N, 109°41'E, China",1,dryland,others,temperate,EM,paper,,restoration,,"no land use, desertification",Pinus tabulaeformis,,0,,0,,15 months,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,20,,,,,,,,,,,,,
220,10.1016/J.ECOLENG.2021.106191,ster,field,"Control 2: sterilized soil, with fungicide",,"40°18' N, 109°41'E, China",1,dryland,others,temperate,EM,paper,,restoration,,"no land use, desertification",Pinus tabulaeformis,,0,,0,,15 months,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,20,,,,,,,,,,,,,
221,10.1016/J.ECOLENG.2021.106191,soil,field,Inoculation with ECM contraining non-treated plantation soil (conspecific),,"40°18' N, 109°41'E, China",1,dryland,others,temperate,EM,paper,,restoration,,"no land use, desertification",Pinus tabulaeformis,,0,,1,con,27 months,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,20,,,,,,,,,,,,,
222,10.1016/J.ECOLENG.2021.106191,no,field,Control 1: no soil addition,,"40°18' N, 109°41'E, China",1,dryland,others,temperate,EM,paper,,restoration,,"no land use, desertification",Pinus tabulaeformis,,0,,0,,27 months,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,20,,,,,,,,,,,,,
223,10.1016/J.ECOLENG.2021.106191,ster,field,"Control 2: sterilized soil, with fungicide",,"40°18' N, 109°41'E, China",1,dryland,others,temperate,EM,paper,,restoration,,"no land use, desertification",Pinus tabulaeformis,,0,,0,,27 months,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,20,,,,,,,,,,,,,
224,10.1016/J.ECOLENG.2021.106191,soil,field,Inoculation with ECM contraining non-treated plantation soil (conspecific),,"40°18' N, 109°41'E, China",1,dryland,others,temperate,EM,paper,,restoration,,"no land use, desertification",Pinus tabulaeformis,,,1,1,con,2 years,,,21.2,0.831521841,10.7,0.264575131,,SE,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,10.1016/J.ECOLENG.2021.106191,no,field,Control 1: no soil addition,,"40°18' N, 109°41'E, China",1,dryland,others,temperate,EM,paper,,restoration,,"no land use, desertification",Pinus tabulaeformis,,,1,0,,2 years,,,14.7,1.625247234,4.9,0.491353815,,SE,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,10.1016/J.ECOLENG.2021.106191,ster,field,"Control 2: sterilized soil, with fungicide",,"40°18' N, 109°41'E, China",1,dryland,others,temperate,EM,paper,,restoration,,"no land use, desertification",Pinus tabulaeformis,,,1,0,,2 years,,,9.9,0.793725393,4.2,0.302371578,,SE,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,10.1002/EAP.1867,soil,field,Inoculum: forest soil,,"47.7237° N, 122.4713° W",1,forest,forest,temperate,EM,both,,restoration,,"clearcut, intact forest edges",Douglas-fir,excluded bc no control,0,2,1,con,4 months,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.05,SE,240,,,,,,,,,,,,,
231,10.1002/EAP.1867,soil,field,Inoculum: invaded clear-cut soil,,"47.7237° N, 122.4713° W",1,forest,forest,temperate,EM,both,,restoration,,"clearcut, intact forest edges",Douglas-fir,excluded bc no control,0,2,1,hetero,4 months,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.05,SE,240,,,,,,,,,,,,,
232,10.1002/EAP.1867,soil,field,Inoculum: forest soil,,"47.7237° N, 122.4713° W",1,forest,forest,temperate,EM,both,,restoration,,"clearcut, Cytisus invaded",Douglas-fir,excluded bc no control,0,2,1,hetero,4 months,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.05,SE,240,,,,,,,,,,,,,
233,10.1002/EAP.1867,soil,field,Inoculum: invaded clear-cut soil,,"47.7237° N, 122.4713° W",1,forest,forest,temperate,EM,both,,restoration,,"clearcut, Cytisus invaded",Douglas-fir,excluded bc no control,0,2,1,con,4 months,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.05,SE,240,,,,,,,,,,,,,
234,10.1002/EAP.1867,soil,field,Inoculum: forest soil,,"47.7237° N, 122.4713° W",1,forest,forest,temperate,EM,both,,restoration,,"clearcut, intact forest edges",Douglas-fir,excluded bc no control,0,,1,con,18 months,,,12.5,1.7,,,,SE,60,,,,,,,,,,,,,,,0.39,0.06,SE,240,,,,,,,,,,,,,
235,10.1002/EAP.1867,soil,field,Inoculum: invaded clear-cut soil,,"47.7237° N, 122.4713° W",1,forest,forest,temperate,EM,both,,restoration,,"clearcut, intact forest edges",Douglas-fir,excluded bc no control,0,,1,hetero,18 months,,,12.4,1.7,,,,SE,60,,,,,,,,,,,,,,,0.4,0.06,SE,240,,,,,,,,,,,,,
236,10.1002/EAP.1867,soil,field,Inoculum: forest soil,,"47.7237° N, 122.4713° W",1,forest,forest,temperate,EM,both,,restoration,,"clearcut, Cytisus invaded",Douglas-fir,excluded bc no control,0,,1,hetero,18 months,,,10.9,1.8,,,,SE,60,,,,,,,,,,,,,,,0.16,0.05,SE,240,,,,,,,,,,,,,
237,10.1002/EAP.1867,soil,field,Inoculum: invaded clear-cut soil,,"47.7237° N, 122.4713° W",1,forest,forest,temperate,EM,both,,restoration,,"clearcut, Cytisus invaded",Douglas-fir,excluded bc no control,0,,1,con,18 months,,,11.1,1.7,,,,SE,60,,,,,,,,,,,,,,,0.16,0.05,SE,240,,,,,,,,,,,,,
238,10.1002/EAP.1867,soil,,No control,,,1,,forest,temperate,EM,both,,restoration,,,,excluded bc no control,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,10.1007/S11104-006-9034-2,soil,greenhouse,Inoculum (low N-deposition),,"33°37' N, 117°02' W",1,grassland,grassland,temperate,AM,paper,,,,,Artemisia californica,,0,2,1,,6 weeks,0.11,0.01,,,,,,SE,10,,,,,,,,,,,,,,,,,,,,,,,,,,,just data from the low N experimental site,,,,
240,10.1007/S11104-006-9034-2,soil,greenhouse,"Inoculum (high N-deposition, botanic garden)",,"33°37' N, 117°02' W",1,grassland,grassland,temperate,AM,paper,,,,,Artemisia californica,,0,2,1,,6 weeks,0.12,0.02,,,,,,SE,10,,,,,,,,,,,,,,,,,,,,,,,,,,,no data from the fertilized inoculum extracted,,,,
241,10.1007/S11104-006-9034-2,ster,greenhouse,Control: no mycorrhizal inoculum,,"33°37' N, 117°02' W",1,grassland,grassland,temperate,AM,paper,,,,,Artemisia californica,,0,2,0,,6 weeks,0.24,0.03,,,,,,SE,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,10.1007/S11104-006-9034-2,soil,greenhouse,Inoculum (low N-deposition),,"33°37' N, 117°02' W",1,grassland,grassland,temperate,AM,paper,,,,,Artemisia californica,,,3,1,,12 weeks,1.05,0.1,,,,,,SE,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,10.1007/S11104-006-9034-2,soil,greenhouse,"Inoculum (high N-deposition, botanic garden)",,"33°37' N, 117°02' W",1,grassland,grassland,temperate,AM,paper,,,,,Artemisia californica,,,3,1,,12 weeks,1,0.1,,,,,,SE,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,10.1007/S11104-006-9034-2,ster,greenhouse,Control: no mycorrhizal inoculum,,"33°37' N, 117°02' W",1,grassland,grassland,temperate,AM,paper,,,,,Artemisia californica,,,3,0,,12 weeks,1.18,0.2,,,,,,SE,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,10.1007/S11104-006-9034-2,soil,greenhouse,Inoculum (low N-deposition),,"33°37' N, 117°02' W",1,grassland,grassland,temperate,AM,paper,,,,,Bromus madritensis,,0,,1,,6 weeks,0.41,0.05,,,,,,SE,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,10.1007/S11104-006-9034-2,soil,greenhouse,"Inoculum (high N-deposition, botanic garden)",,"33°37' N, 117°02' W",1,grassland,grassland,temperate,AM,paper,,,,,Bromus madritensis,,0,,1,,6 weeks,0.37,0.05,,,,,,SE,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,10.1007/S11104-006-9034-2,ster,greenhouse,Control: no mycorrhizal inoculum,,"33°37' N, 117°02' W",1,grassland,grassland,temperate,AM,paper,,,,,Bromus madritensis,,0,,0,,6 weeks,0.18,0.05,,,,,,SE,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,10.1007/S11104-006-9034-2,soil,greenhouse,Inoculum (low N-deposition),,"33°37' N, 117°02' W",1,grassland,grassland,temperate,AM,paper,,,,,Bromus madritensis,,,4,1,,12 weeks,1.18,0.2,,,,,,SE,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,10.1007/S11104-006-9034-2,soil,greenhouse,"Inoculum (high N-deposition, botanic garden)",,"33°37' N, 117°02' W",1,grassland,grassland,temperate,AM,paper,,,,,Bromus madritensis,,,4,1,,12 weeks,1.47,0.1,,,,,,SE,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,10.1007/S11104-006-9034-2,ster,greenhouse,Control: no mycorrhizal inoculum,,"33°37' N, 117°02' W",1,grassland,grassland,temperate,AM,paper,,,,,Bromus madritensis,,,4,0,,12 weeks,0.77,0.2,,,,,,SE,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,10.1051/forest:19970305,soil,greenhouse,Inoculum with forest soil (nearby),,"5.3747° N, 52.9546° W (Paracou/ Sinnamary)",1,tropical rain forest,forest,tropical,AM,both,,,,,Dicorynia guianensis,,,5,1,con,29 weeks,,,1.8,,,,,,10,15.28,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,10.1051/forest:19970305,wild microbes,greenhouse,Inoculum with roots of D. guianensis,,"5.3747° N, 52.9546° W (Paracou/ Sinnamary)",1,tropical rain forest,forest,tropical,AM,both,,,,,Dicorynia guianensis,,,5,1,con,29 weeks,,,1.59,,,,,,10,14.71,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,10.1051/forest:19970305,no,greenhouse,Control: no inoculum,,"5.3747° N, 52.9546° W (Paracou/ Sinnamary)",1,tropical rain forest,forest,tropical,AM,both,,,,,Dicorynia guianensis,,,5,0,,29 weeks,,,1.04,,,,,,10,13.38,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,10.1007/BF00204019,soil,field,Inoculation with soil from vegetation type fern,,"10°26' N, 86°59' W",1,grassland,grassland,tropical,AM,both,,restoration,,grazing and left to regenerate (originally forest),Stryphnodendron microstachyum,,,1,1,hetero,160 days,0.44,0.03,,,,,,SE,8,10.11,1,SE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,10.1007/BF00204019,ster,field,Control: inoculation with fumigated soil (fern),,"10°26' N, 86°59' W",1,grassland,grassland,tropical,AM,both,,restoration,,grazing and left to regenerate (originally forest),Stryphnodendron microstachyum,,,1,0,,160 days,0.26,0.03,,,,,,SE,8,10.88,0.05,SE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,10.1007/BF00204019,soil,field,Inoculation with soil from vegetation type secondary forest,,"10°26' N, 86°59' W",1,grassland,grassland,tropical,AM,both,,restoration,,grazing and left to regenerate (originally forest),Stryphnodendron microstachyum,,,2,1,hetero,160 days,0.79,0.07,,,,,,SE,8,17.71,0.05,SE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,10.1007/BF00204019,ster,field,Control: inoculation with fumigated soil (secondary forest),,"10°26' N, 86°59' W",1,grassland,grassland,tropical,AM,both,,restoration,,grazing and left to regenerate (originally forest),Stryphnodendron microstachyum,,,2,0,,160 days,0.2,0.04,,,,,,SE,8,10.36,0.05,SE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,10.1007/BF00204019,soil,field,Inoculation with soil from vegetation type grass,,"10°26' N, 86°59' W",1,grassland,grassland,tropical,AM,both,,restoration,,grazing and left to regenerate (originally forest),Stryphnodendron microstachyum,,,3,1,hetero,160 days,0.68,0.09,,,,,,SE,8,14.71,0.05,SE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,10.1007/BF00204019,ster,field,Control: inoculation with fumigated soil (grass)),,"10°26' N, 86°59' W",1,grassland,grassland,tropical,AM,both,,restoration,,grazing and left to regenerate (originally forest),Stryphnodendron microstachyum,,,3,0,,160 days,0.26,0.02,,,,,,SE,8,10.46,0.05,SE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,10.1111/J.1526-100X.2006.00188.X,soil,greenhouse,Inoculum: field soil rhizosphere of a mixed stand of native plants,,"40.3428° N, 105.6836° W",1,grassland,grassland,temperate,AM,both,,,,,Artemisia frigida,,,4,1,con,121 days,0.2,0.01,,,,,,SE,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
